1140,  ,o, , , , ,x,o,x,o, , ,x,o,x,o, , ,x,o, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,x,o,x,o,x,o,x, , ,o, , , , , , , , ,x, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,x,o,x, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,
1130,  ,o, , , , ,x,o,x,o,x, ,x,o, ,o,x, ,x,o, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,x,o,x,o,x,o, , , ,o, , ,x, ,x, ,x, ,x,o, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,x,o,x,o, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,
1120,  ,o, , , , ,x,o,x,o,x,o,x, , ,o,x,o,x,o, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,x,o,x,o,x, , , , ,o, , ,x,o,x,o,x,o,x,o,x, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,x,o,x,o,x, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,
1110,  ,o,x, , , ,x,o, ,o,x,o,x, , ,o,x,o,x,o, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,x, ,x, ,x, , , , , , , ,x, , , ,x,o, ,o,x, , , , ,o, , ,x,o,x,o,x,o,x,o,x,o, , , , , , , , ,x, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,x, , , , , , , ,x,o,x,o,x,o, , , , , , , , ,x, ,x, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,
1100,  ,o,x,o,x, ,x, , ,o,x,o,x, , ,o,x,o,x,o, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,x,o,x,o,x,o, , , , , , ,x,o,x, ,x, , ,o, , , , , ,o, , ,x,o,x,o,x,o,x,o,x,o,x, , , , , , , ,x,o, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,x,o, , , , , , ,x,o, ,o,x,o, , , , , , , , ,x,o,x,o,x, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,
1090,  ,o,x,o,x,o,x, , ,o,x,o,x, , ,o,x,o, ,o, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,x, ,x, ,x,o,x,o,x,o, , , , , , ,x,o,x,o,x, , , , , , , , ,o,x, ,x,o, ,o, ,o, ,o,x,o,x,o,x, , , , , ,x,o, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,x, ,x,o,x, ,x, ,x, ,x, , ,o,x,o, , , , , , , , ,x,o,x,o,x,o, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,
1080,  ,o,x,o,x,o,x, , ,o, ,o, , , ,o,x, , ,o, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,x,o,x,o,x,o,x,o,x,o, , , , , , ,x,o,x,o,x, , , , , , , , ,o,x,o,x, , , , , , ,o, ,o,x,o,x,o, , , , ,x,o, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,x,o,x,o,x,o,x,o,x,o,x, , ,o, ,o, , , , ,x, , , ,x,o,x,o,x,o, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,
1070,  ,o, ,o,x,o,x, , , , , , , , ,o,x, , ,o, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,x,o,x,o,x,o,x,o, ,o, , , , ,x, ,x,o,x,o,x, , , , , , , , ,o,x,o,x, , , , , , , , ,o,x,o,x,o,x, ,x, ,x,o, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,x,o,x,o,x,o,x,o,x,o,x, , , , ,o,x, , , ,x,o, , ,x,o, ,o,x,o, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,
1060,  , , ,o, ,o, , , , , , , , , ,o, , , ,o, , , , , , , , , , , , , , , , , , , , ,x, , , , , , , , , ,x,o,x,o,x,o,x, , ,o, , , , ,x,o,x,o, ,o, , , , , , , , , ,o,x,o,x, , , , , , , , ,o, ,o,x,o,x,o,x,o,x,o,x, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,x, ,x, , , , , ,x, , , , , , , ,x,o,x,o,x,o,x,o,x,o,x, , , , ,o,x,o,x, ,x,o,x, ,x, , ,o, ,o, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,
1050,  , , , , , , , , , , , , , , , , , , ,o, , , , , , , , , , , , , , , , , , , , ,x,o, , , , , , , , ,x,o,x,o,x,o,x, , ,o, , , , ,x,o,x, , , , , , , , , , , , ,o, ,o,x, , , , , , , , , , ,o,x,o,x,o,x,o,x,o,x,o,x, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,x,o,x,o,x, ,x, ,x,o, , , , , , ,x,o, ,o, ,o,x,o,x,o,x, , , , ,o,x,o,x,o,x,o,x,o,x, , , , ,o, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,
1040,  , , , , , , , , , , , , , , , , , , ,o, , , , , , , , , , , , , , , , , , , , ,x,o, , , , , , , , ,x,o, ,o, ,o,x, , ,o,x, , , ,x,o,x, , , , , , , , , , , , , , ,o,x, , , , , , , , , , ,o, ,o,x,o,x,o,x,o,x,o,x,o, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,x,o,x,o,x,o,x,o,x,o, , , , , , ,x, , , , ,o, ,o,x,o, , , , , ,o,x,o,x,o,x,o,x,o,x, , , , ,o, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,
1030,  , , , , , , , , , , , , , , , , , , ,o, , , , ,x, , , , , , , , , , , , , , , ,x,o,x, , , , , ,x, ,x, , , , ,o, , , ,o,x,o, , ,x,o,x, , , , , , , , , , , , , , ,o, , , , , , , , , , , , , ,o, ,o, ,o, ,o,x,o,x,o, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,x,o,x,o,x,o,x,o,x,o,x, , , , , ,x, , , , , , ,o,x, , , , , , ,o,x,o,x,o,x,o,x,o,x, , , , ,o, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,
1020,  , , , , , , , , , , , , , , , , , , ,o,x, ,x, ,x,o,x, , , , , , , , , , , , , ,x,o,x,o, , , , ,x,o,x, , , , , , , , ,o,x,o,x, ,x,o,x, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,o, ,o,x,o, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,x,o, ,o,x,o,x,o,x,o,x,o, , , , ,x, , , , , , ,o, , , , , , , ,o, ,o, ,o, ,o,x,o, , , , , ,o, , ,x, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,
1010,  , , , , , , , , , , , , , , , , , , ,o,x,o,x,o,x,o,x,o,x, , , , , , , , , , , ,x,o,x,o, , , , ,x,o,x, , , , , , , , ,o,x,o,x,o,x,o, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,o, ,o, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,x, , ,o, ,o, ,o, ,o,x,o, , , , ,x, , , , , , , , , , , , , , , , , , , , ,o, , , , , , , ,o, , ,x,o, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,
1000,  , , , , , , , , , , , , , , , , , , ,o,x,o,x,o,x,o,x,o,x,o, , , , , , , , , , ,x,o,x,o,x, , , ,x,o,x, , , , , , , , ,o, ,o,x,o,x, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,o, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,x, , , , , , , , ,o,x,o, , , , ,x, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,o,x, ,x,o, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,
990,  , , , , , , , , , , , , , , , , , , ,o,x,o,x,o,x,o,x,o,x,o, , , , , , ,x, , , ,x,o,x,o,x,o, , ,x,o,x, , , , , , , , , , ,o,x,o,x, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,o,x, ,x, ,x, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,x, , , , , , , , ,o,x,o, , , , ,x, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,o,x,o,x,o, , , , ,x, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,
980,  , , , , , , , , , , , , , , , , , , ,o,x,o, ,o, ,o, ,o,x,o, , ,x, ,x, ,x,o,x, ,x,o,x,o,x,o, , ,x,o,x, , , , , , , , , , ,o, ,o,x, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,o,x,o,x,o,x,o,x, ,x, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,x, , , , , , , , ,o, ,o, , , , ,x, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,o,x,o,x,o, , , , ,x,o, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,x, , , , , , , , , , , , , ,x, , , ,
970,  , , , , , , , , , , , , , , , , , , ,o,x, , , , , , ,o,x,o, , ,x,o,x,o,x,o,x,o,x,o,x,o,x,o,x, ,x,o, , , , , , , , , , , , , ,o, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,o,x,o,x,o,x,o,x,o,x,o,x, ,x, ,x, , , , , , , , , , , , , , , , , , , , , , , , , ,x, , , , , , , , , , ,o, , ,x, ,x, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,o,x,o,x,o,x, , , ,x,o, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,x, ,x, ,x,o,x, , , , , , , , , , , ,x,o, , ,
960,  , , , , , , , , , , , , , , , , , , ,o,x, , , , , , ,o, ,o, , ,x,o,x,o,x,o,x,o,x,o,x,o, ,o,x,o,x, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,o,x,o,x,o,x,o,x,o,x,o,x,o,x,o,x,o, , , , , , , , , , , , , , , , , , , , , , , , ,x, , , , , , , , , , ,o, , ,x,o,x, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,o, ,o,x,o,x,o,x, ,x,o, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,x,o,x,o,x,o,x,o,x, ,x, , , , , , , ,x,o,x, ,
950,  , , , , , , , , , , , , , , , , , , ,o, , , , , , , , , ,o, , ,x,o,x,o,x,o,x,o,x,o, , , ,o,x,o,x, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,o, ,o,x,o, ,o,x,o,x,o,x,o,x,o,x,o, , , , , , , , , , , , , , , , , , , , , , , , ,x, , , , , , , , , , ,o,x, ,x,o,x, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,o, ,o,x,o,x,o,x,o, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,x, ,x, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,x,o,x,o,x,o,x,o,x,o,x,o, , , , , , ,x,o,x,o,
940,  , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,o, , ,x,o, ,o, ,o,x,o, , , , , ,o,x,o,x, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,o, , , ,o, ,o,x,o,x,o,x,o,x,o,x, ,x, ,x, ,x, ,x, ,x, ,x, ,x, , , ,x, ,x, , , ,x, , , , , , , , , , ,o,x,o,x,o,x, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,o,x,o,x,o,x,o, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,x,o,x,o, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,x,o,x,o,x,o,x,o,x,o,x,o, , , , , , ,x,o,x,o,
